Arttırılabilir Azami Bellek,Bağlantılar,Bağlantılar (İkincil),Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü Tipi,Panel Tipi,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,SSD Teknolojisi,Soket Tipi,Temel İşlemci Hızı (GHz),Çözünürlük,Çözünürlük Standartı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi,url,price
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,120 Hz,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,4.9,,,VA,32 GB,DDR5,Gri,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13650HX,13. Nesil,Intel Core i7,14,Windows,4-6 Saat,https://www.trendyol.com//dell/g15-5530-i7-13650hx-32gb-512gb-ssd-rtx3050-6gb-120hz-15-6-fhd-windows-11-g55302401005h-p-763663348,"44.334,18 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,120 Hz,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,4.9,,,VA,16 GB,DDR5,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13650HX,13. Nesil,Intel Core i7,14,Windows,4-6 Saat,https://www.trendyol.com//dell/g15-5530-i7-13650hx-16gb-2tb-ssd-rtx3050-6gb-120hz-15-6-fhd-windows-11-g55302401005h-p-763662644,"46.414,17 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,120 Hz,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,4.9,,,VA,32 GB,DDR5,Gri,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13650HX,13. Nesil,Intel Core i7,14,Windows,4-6 Saat,https://www.trendyol.com//dell/g15-5530-i7-13650hx-32gb-1tb-ssd-rtx3050-6gb-120hz-15-6-fhd-windows-11-g55302401005h-p-763662281,"46.240,92 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,120 Hz,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,4.9,,,VA,32 GB,DDR5,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13650HX,13. Nesil,Intel Core i7,14,Windows,4-6 Saat,https://www.trendyol.com//dell/g15-5530-i7-13650hx-32gb-2tb-ssd-rtx3050-6gb-120hz-15-6-fhd-windows-11-g55302401005h-p-763661793,"48.321,90 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 4080,GDDR6,12 GB,Harici,240 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,,,,IPS,32 GB,DDR5,Siyah,1 TB,,,,2560 x 1440,WQHD,7945HX,7. Nesil,AMD Ryzen 9,16,Windows,,https://www.trendyol.com//asus/rog-strix-scar-17-g733pz-ll062a7-ryzen9-7945hx-32gb-1tbssd-rtx4080-17-3-qhd-w11p-tasinabilir-b-p-761171754,98.829 TL
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 4080,GDDR6,12 GB,Harici,240 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,,,,IPS,64 GB,DDR5,Siyah,2 TB,,,,2560 x 1440,WQHD,7945HX,7. Nesil,AMD Ryzen 9,16,Free Dos,,https://www.trendyol.com//asus/rog-strix-scar-17-g733pz-ll062a5-ryzen9-7945hx-64gb-2tbssd-rtx4080-17-3-qhd-freedos-tasinabili-p-760563412,100.349 TL
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 4080,GDDR6,12 GB,Harici,240 Hz,,2 Yıl,Resmi Distribütör Garantili,,,500 GB,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,,,,IPS,32 GB,DDR5,Siyah,1 TB,,,,2560 x 1440,WQHD,7945HX,7. Nesil,AMD Ryzen 9,16,Free Dos,,https://www.trendyol.com//asus/rog-strix-scar-17-g733pz-ll062a2-ryzen9-7945hx-32gb-512ssd-1tbssd-rtx4080-17-3-qhd-freedos-tas-p-760562229,94.859 TL
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 4080,GDDR6,12 GB,Harici,240 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,,,,IPS,64 GB,DDR5,Siyah,1 TB,,,,2560 x 1440,WQHD,7945HX,7. Nesil,AMD Ryzen 9,16,Free Dos,,https://www.trendyol.com//asus/rog-strix-scar-17-g733pz-ll062a4-ryzen9-7945hx-64gb-1tbssd-rtx4080-17-3-qhd-freedos-tasinabili-p-760560180,97.749 TL
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 4080,GDDR6,12 GB,Harici,240 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,,,,IPS,32 GB,DDR5,Siyah,2 TB,,,,2560 x 1440,WQHD,7945HX,7. Nesil,AMD Ryzen 9,16,Free Dos,,https://www.trendyol.com//asus/rog-strix-scar-17-g733pz-ll062a1-ryzen9-7945hx-32gb-2tbssd-rtx4080-17-3-qhd-freedos-tasinabili-p-760558736,96.569 TL
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 4080,GDDR6,12 GB,Harici,240 Hz,,2 Yıl,Resmi Distribütör Garantili,,,500 GB,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,,,,IPS,64 GB,DDR5,Siyah,1 TB,,,,2560 x 1440,WQHD,7945HX,7. Nesil,AMD Ryzen 9,16,Free Dos,,https://www.trendyol.com//asus/rog-strix-scar-17-g733pz-ll062a6-ryzen9-7945hx-64gb-512ssd-1tbssd-rtx4080-17-3-qhd-freedos-tas-p-760558730,98.639 TL
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,,,IPS,64 GB,DDR5,Mavi,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Windows,4-6 Saat,https://www.trendyol.com//hp/victus-16-r0057nt-i5-13500h-64gb-2tb-ssd-144hz-16-1-rtx3050-6gb-fhd-w11pro-7p6d2ea-p-750088994,"43.769,88 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,,,IPS,64 GB,DDR5,Mavi,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Windows,4-6 Saat,https://www.trendyol.com//hp/victus-16-r0057nt-i5-13500h-64gb-1tb-ssd-144hz-16-1-rtx3050-6gb-fhd-w11pro-7p6d2ea-p-750086332,"41.653,26 TL"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//hp/victus-16-r0057nt-i5-13500h-64gb-512gb-ssd-144hz-16-1-rtx3050-6gb-fhd-w11pro-7p6d2ea-p-750084719,"39.713,85 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,,,IPS,64 GB,DDR5,Mavi,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Windows,4-6 Saat,https://www.trendyol.com//hp/victus-16-r0057nt-i5-13500h-64gb-2tb-ssd-144hz-16-1-rtx3050-6gb-fhd-w11home-7p6d2ea-p-750084184,"42.850,17 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,,,IPS,64 GB,DDR5,Mavi,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Windows,4-6 Saat,https://www.trendyol.com//hp/victus-16-r0057nt-i5-13500h-64gb-512gb-ssd-144hz-16-1-rtx3050-6gb-fhd-w11home-7p6d2ea-p-750083529,"38.879,28 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,,,IPS,64 GB,DDR5,Mavi,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Windows,4-6 Saat,https://www.trendyol.com//hp/victus-16-r0057nt-i5-13500h-64gb-1tb-ssd-144hz-16-1-rtx3050-6gb-fhd-w11home-7p6d2ea-p-750083453,"40.778,10 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,,,IPS,64 GB,DDR5,Mavi,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Free Dos,4-6 Saat,https://www.trendyol.com//hp/victus-16-r0057nt-i5-13500h-64gb-2tb-ssd-144hz-16-1-rtx3050-6gb-fhd-fdos-7p6d2ea-p-750080062,"41.930,46 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,,,IPS,64 GB,DDR5,Mavi,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Free Dos,4-6 Saat,https://www.trendyol.com//hp/victus-16-r0057nt-i5-13500h-64gb-1tb-ssd-144hz-16-1-rtx3050-6gb-fhd-fdos-7p6d2ea-p-750079438,"39.902,94 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,,,IPS,64 GB,DDR5,Mavi,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12,Free Dos,4-6 Saat,https://www.trendyol.com//hp/victus-16-r0057nt-i5-13500h-64gb-512gb-ssd-144hz-16-1-rtx3050-6gb-fhd-fdos-7p6d2ea-p-750079300,"38.044,71 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gümüş,2 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-32gb-2tb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11home-7z587ea-p-741181388,"43.713,45 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gümüş,2 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-2tb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11pro-7z587ea-p-741163498,"48.838,68 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gümüş,1 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-1tb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11pro-7z587ea-p-741163423,"46.723,05 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Siyah,512 GB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-512gb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11pro-7z587ea-p-741163388,"44.783,64 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Siyah,2 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-2tb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11home-7z587ea-p-741163336,"47.813,04 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Siyah,512 GB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-32gb-512gb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11pro-7z587ea-p-741163321,"40.594,95 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-32gb-1tb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11pro-7z587ea-p-741163311,"42.535,35 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gümüş,2 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-32gb-2tb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11pro-7z587ea-p-741163291,"44.650,98 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gri,1 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-1tb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11home-7z587ea-p-741163007,"45.741,96 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gümüş,512 GB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-512gb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11home-7z587ea-p-741162838,"43.842,15 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,512 GB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-32gb-512gb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11home-7z587ea-p-741162577,"39.742,56 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-32gb-1tb-ssd-rtx4050-6gb-16-1-144hz-fhd-w11home-7z587ea-p-741162575,"41.641,38 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gümüş,2 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-2tb-ssd-rtx4050-6gb-16-1-144hz-fhd-fdos-7z587ea-p-741162455,"46.787,40 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gri,1 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-1tb-ssd-rtx4050-6gb-16-1-144hz-fhd-fdos-7z587ea-p-741162372,"44.759,88 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Gümüş,512 GB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-64gb-512gb-ssd-rtx4050-6gb-16-1-144hz-fhd-fdos-7z587ea-p-741162355,"42.901,65 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,2 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-32gb-2tb-ssd-rtx4050-6gb-16-1-144hz-fhd-fdos-7z587ea-p-741162341,"42.774,93 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Siyah,512 GB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-32gb-512gb-ssd-rtx4050-6gb-16-1-144hz-fhd-fdos-7z587ea-p-741162322,"38.890,17 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,1 TB,,,,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//hp/victus-16-s0017nt-r7-7840hs-32gb-1tb-ssd-rtx4050-6gb-16-1-144hz-fhd-fdos-7z587ea-p-741162311,"40.748,40 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,512 GB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-512gb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11pro-7p6c6ea-p-738175419,"43.707,51 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,1 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-1tb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11pro-7p6c6ea-p-738174912,"45.631,08 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,1 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-1tb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11home-7p6c6ea-p-738161279,"45.050,94 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,2 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-2tb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11home-7p6c6ea-p-738160509,"47.123,01 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,2 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-2tb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11pro-7p6c6ea-p-738159279,"47.728,89 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,512 GB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-512gb-ssd-rtx3050-6gb-16-1-144hz-fhd-w11home-7p6c6ea-p-738154603,"43.152,12 TL"
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,64 GB,DDR5,Beyaz,2 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0043nt-i7-13700h-64gb-2tb-ssd-rtx3050-6gb-16-1-144hz-fhd-fdos-7p6c6ea-p-738144501,"46.111,23 TL"
